"Database Name","Species","Authority","Habitat","Organism Type","Common Name","Description","IUIS Name","Accession","Length","Link","Route of allergen exposure","Group1","Allergenecity","Gene ID","Biochemical Name","MW(SDS-PAGE)","Source"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Cysteine protease-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38364.1","222","http://db.comparedatabase.org/allergens/view/CAD38364.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Cysteine protease-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38365.1","222","http://db.comparedatabase.org/allergens/view/CAD38365.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Cysteine protease-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38366.1","222","http://db.comparedatabase.org/allergens/view/CAD38366.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Cysteine protease-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38367.1","222","http://db.comparedatabase.org/allergens/view/CAD38367.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Cysteine protease-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38368.1","222","http://db.comparedatabase.org/allergens/view/CAD38368.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Cysteine protease-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38369.1","222","http://db.comparedatabase.org/allergens/view/CAD38369.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Cysteine protease-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38370.1","222","http://db.comparedatabase.org/allergens/view/CAD38370.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Cysteine protease-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38371.1","222","http://db.comparedatabase.org/allergens/view/CAD38371.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","mite allergen Der f II-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38372.1","129","http://db.comparedatabase.org/allergens/view/CAD38372.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","mite allergen Der f II-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38373.1","129","http://db.comparedatabase.org/allergens/view/CAD38373.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","mite allergen Der f II-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38374.1","129","http://db.comparedatabase.org/allergens/view/CAD38374.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","mite allergen Der f II-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38375.1","129","http://db.comparedatabase.org/allergens/view/CAD38375.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","mite allergen Der f II-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38376.1","129","http://db.comparedatabase.org/allergens/view/CAD38376.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","mite allergen Der f II-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38377.1","129","http://db.comparedatabase.org/allergens/view/CAD38377.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
